Year,Month,asin,brand,pageResult,Price,Mrp,title
2024,June,B09GLVM5ZD,Kinsco,2,4599,20000,Kinsco Aqua Flame 15 Litre Copper + RO + UV + UF + TDS Adjuster Pure Copper Water Purifier Dispenser Machine (With Free Pre Filter)
2024,August,B09GLVM5ZD,Kinsco,2,4199,20000,Kinsco Aqua Flame 15 Litre Copper + RO + UV + UF + TDS Adjuster Pure Copper Water Purifier Dispenser Machine (With Free Pre Filter)
2024,September,B09GLVM5ZD,Kinsco,2,4699,20000,Kinsco Aqua Flame 15 Litre Copper + RO + UV + UF + TDS Adjuster Pure Copper Water Purifier Dispenser Machine (With Free Pre Filter)
2024,June,B0CZS44SWJ,Kinsco,3,4799,20000,Kinsco Aqua Flame 18 Litre Copper RO Water Purifier - RO + UV + UF + TDS + Copper Technology (Black)
2024,June,B09GLW2F7L,Kinsco,1,4699,20000,Kinsco Aqua Punch 15 Litre Copper + RO + UV + UF + TDS Adjuster Pure Copper Water Purifier Dispenser Machine (With Free Pre Filter)
2024,August,B09GLW2F7L,Kinsco,1,3799,20000,"Kinsco Aqua Punch 15 Litre Copper + RO + UV + UF + TDS Adjuster Pure Copper Water Purifier Dispenser Machine, Black (With Free Pre Filter)"
2024,September,B09GLW2F7L,Kinsco,1,4599,20000,"Kinsco Aqua Punch 15 Litre Copper + RO + UV + UF + TDS Adjuster Pure Copper Water Purifier Dispenser Machine, Black (With Free Pre Filter)"
2024,August,B0D2L1BTBG,Kinsco,3,3799,20000,"Kinsco Aqua Punch+ Zinc Copper and Alkaline 15L RO + UV + UF Water Purifier (Black) with Copper Guard, pH Enhancer, and Pre-filter - 1-Year Warranty"
2024,September,B0D2L1BTBG,Kinsco,3,4199,20000,"Kinsco Aqua Punch+ Zinc Copper and Alkaline 15L RO + UV + UF Water Purifier (Black) with Copper Guard, pH Enhancer, and Pre-filter - 1-Year Warranty"
2024,June,B07D5J2HP6,LG,3,19890,25990,"LG WW140NP 8L Stainless Steel Tank - RO+ Mineral Booster, Filter Change Indicator, Pre-Sediment Filter Free, Multi Stage Filtration, Digital Sterilizing Care (Black, Wall Mount)"
2024,June,B09X5C9VLK,Lifelong,1,1298,3500,"Lifelong Mixer Grinder for Kitchen - 3 Jars 500 Watt Mixie - Chutney Jar, Dry Grinder Jar & Liquidizing Jar used as Wet Grinder & Blender for Milkshake, Smoothie, Puree -Stainless Steel Blades(LLMG23)"
2024,September,B0B25FN9GX,Livpure,1,12437,17990,"Livpure Bolt+ Copper with 80% Water Savings, Copper+RO+In-Tank UV+Mineraliser+, 7 L tank, Water Purifier for home, (Grey) Suitable for Municipal, Tanker, Borewell water"
2024,June,B0C7QTFC5D,Livpure,2,10999,18990,"Livpure Bolt+ Star, 80% Water Savings, RO+In Tank UV+UF+Min+Copper+ 7 L Tank, Water Purifier for home, (Black) Suitable for Municipal, Tanker, Borewell water"
2024,September,B0C7QTFC5D,Livpure,2,11349,18990,"Livpure Bolt+ Star, 80% Water Savings, RO+In Tank UV+UF+Min+Copper+ 7 L Tank, Water Purifier for home, (Black) Suitable for Municipal, Tanker, Borewell water"
2024,September,B0C7QTFC5D,Livpure,3,11349,18990,"Livpure Bolt+ Star, 80% Water Savings, RO+In Tank UV+UF+Min+Copper+ 7 L Tank, Water Purifier for home, (Black) Suitable for Municipal, Tanker, Borewell water"
2024,September,B074FRSGY9,Livpure,1,6499,11999,"Livpure Glo Lite RO+UF+Carbon Filter- 7 L Storage, Water Purifier for Home, Suitable for Borewell, Tanker, Municipal Water (White)"
2024,August,B09X1P3J6G,Livpure,1,8199,15500,"Livpure GLO PRO++ RO+UV+UF | Water Purifier for Home - 7 L Storage | Free Service Plan Worth INR 2500 | Suitable for Borewell, Tanker, Municipal Water | Black"
2024,June,B09X1P3J6G,Livpure,1,7599,15500,"Livpure GLO PRO++ RO+UV+UF, Water Purifier for Home - 7 L Storage, Suitable for Borewell, Tanker, Municipal Water (Black)"
2024,August,B0CY5N42JG,Livpure,2,10499,18490,Livpure Glo Star Copper Water Purifier | Free Service Plan Worth INR 2500 | 8 Stage Advanced Purification | RO+UV+UF Copper | Mineraliser | In Tank UV Sterilisation | 7L Storage Capacity | Black
2024,September,B0CY5N42JG,Livpure,2,10499,18490,Livpure Glo Star Copper Water Purifier | Free Service Plan Worth INR 2500 | 8 Stage Advanced Purification | RO+UV+UF Copper | Mineraliser | In Tank UV Sterilisation | 7L Storage Capacity | Black
2024,August,B0BNNPQXCB,Livpure,3,12349,16990,"Livpure Pep Pro Grand RO+UV+Mineraliser+Copper, 15 LPH Water Purifier | Suitable for Borewell, Tanker, Municipal Water - 7 L Storage Tank, Black"
2024,June,B0CQMDFWQF,LONGWAY,2,1399,3699,"Longway Reo 550 Watt Mixer Grinder with 4 Jars for Grinding, Mixing, Blending, Juicing with Powerful Motor | 1 Year Warranty | (Black & Gray,4 Jars)"
2024,June,B0C24NDQK4,LONGWAY,1,1099,2699,"Longway Sage 500 Watt Juicer Mixer Grinder with 2 Jars for Grinding, Mixing, Juicing with Powerful Motor | 1 Year Warranty | (Gray & Black, 2 Jars)"
2024,June,B0C33FLXJJ,LONGWAY,1,1479,3899,"Longway Super Dlx 750 Watt Juicer Mixer Grinder with 4 Jars for Grinding, Mixing, Juicing with Powerful Motor | 1 Year Warranty | (Black & Gray, 4 Jars)"
2024,June,B0BWTCLMBD,None,2,1799,3399,"Maharaja Whiteline 500W Livo Pro Mixer Grinder with 3 Stainless Steel Jars with lid and 20,000 RPM Motor Speed (White & Cherry Red)"
2024,June,B074CKD5M4,Maharaja Whiteline,3,3199,5499,"Maharaja Whiteline Joy Elite Mixer Grinder with 4 Jars, Long Lasting Performance with 750 Watt Motor | Jar Flow Breaker | 5 Year Motor Warranty (Black & Grey)"
2024,June,B0D1VJY671,Maharaja Whiteline,3,1899,3399,Maharaja Whiteline Novamixx MX-277 Mixer Grinder With 3 Jars
2024,June,B08TWN3PB5,None,2,1599,3299,"Maharaja Whiteline Smart 1..2..3 Mixer Grinder with 2 Jars, Long Lasting Performance with 500 Watt Motor | Air Ventilation System | Jar Flow Breaker | 2 Year Motor Warranty (Blue)"
2024,June,B0CXJ6N5BT,MOONSTRUCK,3,1498,4999,"Moonstruck By Suprimo Powerful 750 Watt Star Purple 4 Jar Mixer Grinder With Nano Grinding Technology Mixie For Grinding, Juicing & Mixing With 2 Years Warranty (Classic Purple)"
2024,June,B0C86BDB1F,Morphy Richards,3,3499,8495,Morphy Richards Icon Superb 750 Watts Mixer Grinder| 4 Stainless Steel Mixer Jars Including Juicer Jar| 3-Speed Control With Pulse Effect Mixie| 1-Yr Warranty By Brand| Silver & Black
2024,June,B01M3SYQ7P,Orient Electric,1,1999,3690,Orient Electric 500W mixer grinder | Kitchen Kraft 500 MGKK50B3 with 3 SS jars | Longer life balanced coil motor | ABS body | Uniform grinding | 5 years motor warranty
2024,June,B01M3SYQ7P,Orient Electric,3,1999,3690,Orient Electric 500W mixer grinder | Kitchen Kraft 500 MGKK50B3 with 3 SS jars | Longer life balanced coil motor | ABS body | Uniform grinding | 5 years motor warranty
2024,June,B07T8BS1XY,Philips,3,2799,3695,"Philips HL7505/02 Mixer Grinder, 500W Endura Motor with rapid cool motor technology, 3 heavy duty and leak proof Jars"
2024,June,B0B9349P89,Philips,2,5999,8595,"Philips HL7703/00 1000 Watt Mixer Grinder Copper Motor, 4 Jar with 5 Year Warranty on Motor"
2024,June,B0B9349P89,Philips,3,5999,8595,"Philips HL7703/00 1000 Watt Mixer Grinder Copper Motor, 4 Jar with 5 Year Warranty on Motor"
2024,June,B01GZSQJPA,Philips,1,3699,5295,"Philips HL7756/01 750 Watt Mixer Grinder, 3 Stainless Steel Multipurpose Jars with 3 Speed Control and Pulse function (Black)"
2024,June,B0BSV42486,Philips,2,4399,6295,"Philips HL7759/00 Mixer Grinder, 750W Turbo Motor, 4 Jars (Black), Quick cool ventilation for longer motor life"
2024,June,B07GL1976K,Philips,3,7699,11995,"PHILIPS Mixer Grinder 3-in-1 750 Watt (Mixer Grinder + Juicer + Food Processor) 4 Jar, (HL7707/01)"
2024,June,B0D3DRQD9W,Pigeon,3,1699,3395,"Pigeon By Stovekraft Nutri Mixer 400 Watts |3 Jar|500ml,300ml|2 Blade|1 Year Warranty| Black"
2024,June,B0BWMMV15S,Pigeon,2,2499,5495,Pigeon by Stovekraft VIN Mixer Grinder Machine for Kitchen | 750 Watts | 4 MultiPurpose Jars for Juicing | Chutney Making | Dry Grinding | Wet Grinding | Mincing | Blender | Mixer | 2 Year Warranty
2024,June,B0188KPKB2,Preethi,2,3599,9455,"Preethi Blue Leaf Diamond MG-214 750 Watt Mixer Grinder with 3 Jars (Wet Grinding (1.5 litres) + Dry Grinding Jar (0.5 litre) + Chutney Jar (0.4 litre)Stainless steel), Blue/White"
2024,June,B09ZDVL7L8,Prestige,2,2099,3895,Prestige 500 Watts Orion Mixer Grinder with 3 Stainless Steel Jars |2 years warranty| Red & White
2024,June,B09WH7HN8X,Prestige,2,6980,10435,"Prestige Endura 1000W Mixer Grinder, 6 Jars (1500 ml, 1000 ml, 1500 ml, 450 ml) (Black, Silver)"
2024,June,B0756K5DYZ,Prestige,1,2899,5295,Prestige Iris 750 Watt Mixer Grinder with 3 Stainless Steel Jar + 1 Juicer Jar (White and Blue)
2024,June,B0D45B9TB9,Prestige,2,2389,3445,Prestige Iris Nutri-Mix 350W Mixer Grinder with 2 Multipurpose Jars|Compact Design|Dual Safety Inter-Lock System|Extra Lids for Storage|Back & Grey
2024,June,B08CFJBZRK,Prestige,1,2999,6295,"Prestige Iris Plus 750 W Mixer Grinder With 4 Jars (3 Stainless Steel Jars+ 1 Juicer Jar) 4 Super Efficient Stainless Blades 2 Years Warranty Black, 750 watts"
2024,August,B0DCT1PKSQ,PROVEN,3,8499,29999,Proven Magnum Premium Water Purifier | Water Filter For Home Drinking | RO+UV+UF+TDS Adjuster | Copper Zinc Alkaline 3x Filtration Tech with smart LED Display | ISI Mark | Made In India
2024,August,B0DDBJ6LPP,PROVEN,3,5499,19999,"Proven Ultra Water Purifier, RO, UV, UF, Zinc, Copper, Alkaline | 3x Advanced Purification Tech | Balanced pH Levels | Water Purifier For Home Drinking | ISI/BIS Approved | Made In India"
2024,June,B0B7FJNSZR,PROVEN,2,5299,19990,Proven® ISI Mark ELEVEN Copper + Mineral RO+UV+UF 10 to 12 Liter RO + UV + TDS ADJUSTER Water Purifier with Copper Charge Technology black & copper Best For Home and Office (Made In India)
2024,August,B0B7FJNSZR,PROVEN,2,4899,19990,Proven® ISI Mark ELEVEN Copper + Mineral RO+UV+UF 10 to 12 Liter RO + UV + TDS ADJUSTER Water Purifier with Copper Charge Technology black & copper Best For Home and Office (Made In India)
2024,September,B0B7FJNSZR,PROVEN,1,4990,19990,Proven® ISI Mark ELEVEN Copper + Mineral RO+UV+UF 10 to 12 Liter RO + UV + TDS ADJUSTER Water Purifier with Copper Charge Technology black & copper Best For Home and Office (Made In India)
2024,June,B0CY71PC2K,PROVEN,3,6499,24990,Proven® Nexon ISI Approved Zinc Copper Alkaline Smart Urban Aqua with LED | 2500 TDS | RO+UV+UF+TDS Taste Adjuster | Water Purifier for Home | Made in India | Fully Automatic
2024,August,B0CY71PC2K,PROVEN,3,6499,24999,"Proven® Nexon ISI Mark Zinc Copper Alkaline Water Purifier For Home & Office with LED | 2500 TDS | RO+UV+UF+TDS Taste Adjuster | Suitable for Borewell, Tanker & Municipal Water | Made in India"
2024,June,B08GZ8YF5B,PROVEN,2,4549,19990,Proven® Pixer Copper Water Purifier with RO+UV+UF+TDS Adjuster | 12L Foodgrade ABS Water Tank | Best Water Purfier for Home & Office With Free Pre Filter (Made In India)
2024,August,B08GZ8YF5B,PROVEN,1,4149,19990,Proven® Pixer Copper Water Purifier with RO+UV+UF+TDS Adjuster | 12L Foodgrade ABS Water Tank | Best Water Purfier for Home & Office With Free Pre Filter (Made In India)
2024,August,B08GZ8XBCW,PROVEN,3,4499,19990,PROVEN® RO Water Purifier 7 Stage Protection RO+UV+TDS Adjuster Multi Stage Technology for Home and Office -15 Liter (Made In India).
2024,September,B0792Y3PCW,R.k. Aqua Fresh India,3,3999,15999,"R.k. Aqua Fresh India Premium Swift Plus RO Water Purifier UV, UF Alklaine,Copper,TDS 6 in 1 For Home Office Free Pre Filter Bowl (12 Liters Black) Work Upto 2500Tds Best For Home & Office"
2024,June,B092S5N2LP,ROYAL AQUAFRESH,3,3538,9999,ROYAL AQUAFRESH Fresh Epic RO + UV + UF + TDS 12 Liter Water Filter 14 Layer Electric Water Purifier Fully Automatic RO Wall Mountable For Home and Office (1 Year Warranty On Motor & SMPS) White
2024,September,B092S4338H,ROYAL AQUAFRESH,3,3685,9999,ROYAL AQUAFRESH Opel RO + UV + UF + TDS 18 liter Water Filter Electric Water Purifier Fully Automatic RO Wall Mountable For Home and Office (1 Year Warranty On Motor & SMPS) (Omega Opel)
2024,June,B00K57MR22,Sujata,3,6090,8919,"Sujata Dynamix 900 Watts Mixer Grinder | 22000 Rotations Per Min | 90 Minutes Continuous Running | 3 Versatile Jars 1500 ml, 1000 ml and 400 ml"
2024,August,B0D79G62J3,Native by UC,2,28998,38998,Urban Company Native M1 Water Purifier | Needs No Service For 2 Years | RO+UV+Copper+Alkaline | 10-Stage Purifier | 4-in-1 Health Booster | 8L Capacity | 2 Year Warranty (Filters Included)
2024,September,B0D79G62J3,Native by UC,2,14499,19499,Urban Company Native M1 Water Purifier | Needs No Service For 2 Years | RO+UV+Copper+Alkaline | 10-Stage Purifier | 4-in-1 Health Booster | 8L Capacity | 2 Year Warranty (Filters Included)
2024,June,B0CJNRKFY8,Native by UC,1,13499,17999,Urban Company Native M1 Water Purifier for Home | Needs no service for 2 Yrs | 9-stage filtration | RO+UV+UF+Alkaline with Taste Adjuster | 8L capacity | 2 year warranty (Filters included)
2024,June,B0CJNRKFY8,Native by UC,2,13499,17999,Urban Company Native M1 Water Purifier for Home | Needs no service for 2 Yrs | 9-stage filtration | RO+UV+UF+Alkaline with Taste Adjuster | 8L capacity | 2 year warranty (Filters included)
2024,August,B0D7HG2GZD,Native by UC,1,18499,26999,Urban Company Native M2 Water Purifier | Needs No Service for 2 Years | RO+UV+Copper+Alkaline |10-Stage Purifier | 4-in-1 Health Booster | Smart IoT Features | 8L Capacity | 2 Year Warranty
2024,August,B0D7HG2GZD,Native by UC,2,18499,26999,Urban Company Native M2 Water Purifier | Needs No Service for 2 Years | RO+UV+Copper+Alkaline |10-Stage Purifier | 4-in-1 Health Booster | Smart IoT Features | 8L Capacity | 2 Year Warranty
2024,September,B0D7HG2GZD,Native by UC,1,36998,53998,Urban Company Native M2 Water Purifier | Needs No Service for 2 Years | RO+UV+Copper+Alkaline |10-Stage Purifier | 4-in-1 Health Booster | Smart IoT Features | 8L Capacity | 2 Year Warranty
2024,June,B0CQ1R6JSG,USHA,3,5183,9290,USHA ICHEF 750 Watt Copper Motor Mixer Grinder with 3 SS Jars & Translucent blender PC Jar with fruit filter| Hands Free operation with Dual Safety Lock| 2 Yr Product & 5 Yrs Motor Warranty(White/BLK)
2024,June,B08MXJYB2V,USHA,2,2199,4590,"USHA Rapidmix 500-Watt Copper Motor Mixer Grinder With 3 Jars And 2 Years Product Warranty & 5 Years Motor Warranty (Sea Green/White), 500 Watt"
2024,June,B0C244WNH7,V-Guard,2,3199,5500,"V-Guard Ag 754 Juicer Mixer Grinder, Blue & Black / 4 Jars (3 Stainless Steel Jars + 1 Juicer Jar) / Shock-Proof Abs Body/Stable Anti-Skid Base/Overload Protection - 750 Watts"
2024,June,B0C4PQBB3Q,V-Guard,1,2999,5500,"V-Guard Brillio 750 Watt Juicer Mixer Grinder, 3 Year Motor Warranty, 4 Jars(Chutney, Dry, Wet & Juicer), Sturdy Juicer Jar with QuadraFlow Design, PrecisionBlend SS Blades, Mars Red Plastic"
2024,August,B09F6HZJTD,V-Guard,3,22998,42998,"V-Guard Rejive RO UV Water Purifier with Mineral & Alkaline 9 Stage Purification RO Membrane | Free Service Benefits Worth Rs. 2,450 | Suitable for water with TDS up to 2000 ppm | 6.5 Litre Blue Black"
2024,September,B09F6HZJTD,V-Guard,3,25998,42998,"V-Guard Rejive RO UV Water Purifier with Mineral & Alkaline 9 Stage Purification RO Membrane | Free Service Benefits Worth Rs. 2,450 | Suitable for water with TDS up to 2000 ppm | 6.5 Litre Blue Black"
2024,June,B0B5RMK28Q,V-Guard,3,11999,20549,"V-Guard Rejive Water Purifier RO UF Mineral and Alkaline with Stainless Steel Tank 8 Stage Purification | Free Service Benefits Worth Rs. 2,450 | Suitable for water with TDS up to 2000 ppm | 5 Litre"
2024,June,B07FJNNZCJ,V-Guard,1,8299,14649,"V-Guard Zenora RO UF Water Purifier | TDS up to 2000 ppm | 7 Stage Purification with World-class RO Membrane and Advanced UF Membrane | 7 Litre, Black"
2024,August,B07FJNNZCJ,V-Guard,1,7899,14649,"V-Guard Zenora RO UF Water Purifier | TDS up to 2000 ppm | 7 Stage Purification with World-class RO Membrane and Advanced UF Membrane | 7 Litre, Black"
2024,August,B07FJNNZCJ,V-Guard,3,7899,14649,"V-Guard Zenora RO UF Water Purifier | TDS up to 2000 ppm | 7 Stage Purification with World-class RO Membrane and Advanced UF Membrane | 7 Litre, Black"
2024,September,B07FJNNZCJ,V-Guard,1,8899,13049,"V-Guard Zenora RO UF Water Purifier | TDS up to 2000 ppm | 7 Stage Purification with World-class RO Membrane and Advanced UF Membrane | 7 Litre, Black"
2024,August,B08KFC9HR6,V-Guard,3,8799,16999,"V-Guard Zenora RO UV Water Purifier | Free Service Benefits Worth Rs. 2450 | 8 Stage Purification | PAN India Installation | 7 L, Black"
2024,September,B0DC6P41MR,AQUA NEEMA WATER PURIFER SYSTEM,2,3399,13499,"Water Purifier RO + In Tank UV + UF + Mineraliser 12L Storage, 15 LPH Water Purifier for Home, Suitable for Borewell, Tanker, Municipal Water Grand"
2024,September,B0CR15YBS9,WAVY,3,3989,18999,"Wavy® Ora (White) RO+UV+ZINC ALKALINE + TDS Advanced Multi Stage Water Purifiers with, Fully Automatic Water Purifier Ideal for Home, Kitchen, Office (Made In India) | FREE Pre Filter Kit |"
2024,June,B00W56GLOQ,Wonderchef,1,2399,5300,"Wonderchef Nutri-Blend, 22000 RPM Mixer-Grinder, Blender, SS Blades, 2 Unbreakable Jars, 2 Years Warranty, 500 W-Black, Includes Exclusive Recipe Book by Chef Sanjeev Kapoor"
2024,September,B0CZLPHW1Q,ZENPURE,3,3890,19990,Zenpure Foxy 15 Litre RO+UV+UF+ALKALINE+TDS Adjuster Pure Copper Water Purifier Dispenser Machine (With Free Pre Filter and TDS Meter)
